"","doc_id","negative","positive","neg_positive","neg_negative"
"61607","text61607",1,0,0,0
"61608","text61608",0,0,0,0
"61609","text61609",1,0,0,0
"61610","text61610",0,0,0,0
"61611","text61611",1,0,0,0
"61612","text61612",0,1,0,0
"61613","text61613",0,1,0,0
"61614","text61614",1,0,0,0
"61615","text61615",1,1,0,0
"61616","text61616",0,0,0,0
"61617","text61617",0,0,0,0
"61618","text61618",0,0,0,0
"61619","text61619",0,0,0,0
"61620","text61620",1,0,0,0
"61621","text61621",0,0,0,0
"61622","text61622",1,0,0,0
"61623","text61623",0,2,0,0
"61624","text61624",0,0,0,0
"61625","text61625",1,0,0,0
"61626","text61626",0,0,0,0
"61627","text61627",0,0,0,0
"61628","text61628",0,1,0,0
"61629","text61629",1,0,0,0
"61630","text61630",0,0,0,0
"61631","text61631",1,0,0,0
"61632","text61632",0,0,0,0
"61633","text61633",0,0,0,0
"61634","text61634",0,0,0,0
"61635","text61635",0,0,0,0
"61636","text61636",0,2,0,0
"61637","text61637",0,0,0,0
"61638","text61638",1,0,0,0
"61639","text61639",0,0,0,0
"61640","text61640",1,0,0,0
"61641","text61641",0,0,0,0
"61642","text61642",1,0,0,0
"61643","text61643",0,1,0,0
"61644","text61644",0,0,0,0
"61645","text61645",1,0,0,0
"61646","text61646",0,1,0,0
"61647","text61647",0,0,0,0
"61648","text61648",0,0,0,0
"61649","text61649",0,0,0,0
"61650","text61650",0,0,0,0
"61651","text61651",0,1,0,0
"61652","text61652",0,1,0,0
"61653","text61653",1,0,0,0
"61654","text61654",0,0,0,0
"61655","text61655",1,1,0,0
"61656","text61656",0,0,0,0
"61657","text61657",0,0,0,0
"61658","text61658",0,0,0,0
"61659","text61659",0,0,0,0
"61660","text61660",1,1,0,0
"61661","text61661",1,0,0,0
"61662","text61662",0,0,0,0
"61663","text61663",0,0,0,0
"61664","text61664",0,0,0,0
"61665","text61665",1,0,0,0
"61666","text61666",0,0,0,0
"61667","text61667",0,1,0,0
"61668","text61668",1,0,0,0
"61669","text61669",1,0,0,0
"61670","text61670",1,0,0,0
"61671","text61671",0,0,0,0
"61672","text61672",2,0,0,0
"61673","text61673",0,0,0,0
"61674","text61674",0,0,0,0
"61675","text61675",0,0,0,0
"61676","text61676",0,0,0,0
"61677","text61677",0,0,0,0
"61678","text61678",1,0,0,0
"61679","text61679",2,0,0,0
"61680","text61680",2,0,0,0
"61681","text61681",0,0,0,0
"61682","text61682",1,0,0,0
"61683","text61683",0,0,0,0
"61684","text61684",1,2,0,0
"61685","text61685",0,1,0,0
"61686","text61686",0,0,0,0
"61687","text61687",0,1,0,0
"61688","text61688",0,0,0,0
"61689","text61689",0,0,0,0
"61690","text61690",0,0,0,0
"61691","text61691",1,0,0,0
"61692","text61692",0,1,0,0
"61693","text61693",1,0,0,0
"61694","text61694",1,1,0,0
"61695","text61695",3,0,0,0
"61696","text61696",1,1,0,0
"61697","text61697",1,1,0,0
"61698","text61698",0,1,0,0
"61699","text61699",1,1,0,0
"61700","text61700",0,0,0,0
"61701","text61701",0,1,0,0
"61702","text61702",2,0,0,0
"61703","text61703",0,0,0,0
"61704","text61704",0,0,0,0
"61705","text61705",2,1,0,0
"61706","text61706",2,0,0,0
"61707","text61707",1,0,0,0
"61708","text61708",0,0,0,0
"61709","text61709",1,0,0,0
"61710","text61710",2,0,0,0
"61711","text61711",0,1,0,0
"61712","text61712",0,0,0,0
"61713","text61713",1,1,0,0
"61714","text61714",0,0,0,0
"61715","text61715",1,1,0,0
"61716","text61716",1,0,0,0
"61717","text61717",0,1,0,0
"61718","text61718",1,1,0,0
"61719","text61719",0,0,0,0
"61720","text61720",1,1,0,0
"61721","text61721",2,1,0,0
"61722","text61722",0,0,0,0
"61723","text61723",2,0,0,0
"61724","text61724",1,0,0,0
"61725","text61725",1,0,0,0
"61726","text61726",3,0,0,0
"61727","text61727",0,1,0,0
"61728","text61728",2,0,0,0
"61729","text61729",1,0,0,0
"61730","text61730",1,0,0,0
"61731","text61731",1,0,0,0
"61732","text61732",0,0,0,0
"61733","text61733",0,0,0,0
"61734","text61734",0,0,0,0
"61735","text61735",0,0,0,0
"61736","text61736",0,0,0,0
"61737","text61737",1,0,0,0
"61738","text61738",3,2,0,0
"61739","text61739",1,0,0,0
"61740","text61740",0,0,0,0
"61741","text61741",0,0,0,0
"61742","text61742",0,0,0,0
"61743","text61743",1,0,0,0
"61744","text61744",1,0,0,0
"61745","text61745",1,0,0,0
"61746","text61746",0,0,0,0
"61747","text61747",0,4,0,0
"61748","text61748",0,0,0,0
"61749","text61749",0,1,0,0
"61750","text61750",2,0,0,0
"61751","text61751",1,1,0,0
"61752","text61752",0,0,0,0
"61753","text61753",2,0,0,0
"61754","text61754",0,1,0,0
"61755","text61755",1,0,0,0
"61756","text61756",0,0,0,0
"61757","text61757",2,0,0,0
"61758","text61758",2,0,0,0
"61759","text61759",1,0,0,0
"61760","text61760",0,1,0,0
"61761","text61761",1,0,0,0
"61762","text61762",3,0,0,0
"61763","text61763",1,0,0,0
"61764","text61764",0,0,0,0
"61765","text61765",0,0,0,0
"61766","text61766",1,0,0,0
"61767","text61767",0,0,0,0
"61768","text61768",2,0,0,0
"61769","text61769",1,0,0,0
"61770","text61770",0,0,0,0
"61771","text61771",1,0,0,0
"61772","text61772",0,1,0,0
"61773","text61773",1,0,0,0
"61774","text61774",0,0,0,0
"61775","text61775",0,1,0,0
"61776","text61776",1,1,0,0
"61777","text61777",1,0,0,0
"61778","text61778",0,0,0,0
"61779","text61779",1,1,0,0
"61780","text61780",2,0,0,0
"61781","text61781",0,1,0,0
"61782","text61782",2,1,0,0
"61783","text61783",1,0,0,0
"61784","text61784",0,0,0,0
"61785","text61785",3,0,0,0
"61786","text61786",1,0,0,0
"61787","text61787",1,0,0,0
"61788","text61788",1,1,0,0
"61789","text61789",0,0,0,0
"61790","text61790",1,0,0,0
"61791","text61791",2,0,0,0
"61792","text61792",1,1,0,0
"61793","text61793",3,1,0,0
"61794","text61794",1,0,0,0
"61795","text61795",1,0,0,0
"61796","text61796",0,1,0,0
"61797","text61797",0,0,0,0
"61798","text61798",0,0,0,0
"61799","text61799",0,1,0,0
"61800","text61800",0,0,0,0
"61801","text61801",1,0,0,0
"61802","text61802",1,0,0,0
"61803","text61803",1,0,0,0
"61804","text61804",1,1,0,0
"61805","text61805",1,0,0,0
"61806","text61806",0,0,0,0
"61807","text61807",0,0,0,0
"61808","text61808",0,1,0,0
"61809","text61809",0,1,0,0
"61810","text61810",0,1,0,0
"61811","text61811",0,0,0,0
"61812","text61812",1,0,0,0
"61813","text61813",1,0,0,0
"61814","text61814",0,0,0,0
"61815","text61815",2,0,0,0
"61816","text61816",0,0,0,0
"61817","text61817",3,0,0,0
"61818","text61818",0,1,0,0
"61819","text61819",1,1,0,0
"61820","text61820",1,0,0,0
"61821","text61821",1,0,0,0
"61822","text61822",0,0,0,0
"61823","text61823",1,0,0,0
"61824","text61824",0,1,0,0
"61825","text61825",0,0,0,0
"61826","text61826",0,0,0,0
"61827","text61827",2,1,0,0
"61828","text61828",0,0,0,0
"61829","text61829",0,4,0,0
"61830","text61830",0,0,0,0
"61831","text61831",0,1,0,0
"61832","text61832",0,0,0,0
"61833","text61833",0,0,0,0
"61834","text61834",0,2,0,0
"61835","text61835",0,0,0,0
"61836","text61836",0,0,0,0
"61837","text61837",1,0,0,0
"61838","text61838",0,2,0,0
"61839","text61839",0,3,0,0
"61840","text61840",1,0,0,0
"61841","text61841",0,0,0,0
"61842","text61842",1,1,0,0
"61843","text61843",0,0,0,0
"61844","text61844",0,0,0,0
"61845","text61845",1,0,0,0
"61846","text61846",0,0,0,0
"61847","text61847",0,0,0,0
"61848","text61848",0,1,0,0
"61849","text61849",0,0,0,0
"61850","text61850",1,1,0,0
"61851","text61851",0,1,0,0
"61852","text61852",0,0,0,0
"61853","text61853",0,0,0,0
"61854","text61854",0,2,1,0
"61855","text61855",1,0,0,0
"61856","text61856",2,1,0,0
"61857","text61857",0,2,0,0
"61858","text61858",0,0,0,0
"61859","text61859",1,1,0,0
"61860","text61860",2,0,0,0
"61861","text61861",1,2,0,0
"61862","text61862",2,0,0,0
"61863","text61863",0,0,0,0
"61864","text61864",0,0,0,0
"61865","text61865",0,0,0,0
"61866","text61866",0,1,0,0
"61867","text61867",1,0,0,0
"61868","text61868",2,0,0,0
"61869","text61869",0,0,0,0
"61870","text61870",0,2,0,0
"61871","text61871",0,0,0,0
"61872","text61872",1,0,0,0
"61873","text61873",0,0,0,0
"61874","text61874",0,1,0,0
"61875","text61875",0,1,0,0
"61876","text61876",2,0,0,1
"61877","text61877",0,0,0,0
"61878","text61878",0,0,0,0
"61879","text61879",3,0,0,0
"61880","text61880",0,0,0,0
"61881","text61881",2,1,0,0
"61882","text61882",0,2,0,0
"61883","text61883",1,0,0,0
"61884","text61884",0,0,0,0
"61885","text61885",0,2,0,0
"61886","text61886",0,0,0,0
"61887","text61887",0,0,0,0
"61888","text61888",0,0,0,0
"61889","text61889",1,1,0,0
"61890","text61890",1,0,0,0
"61891","text61891",2,1,0,0
"61892","text61892",1,0,0,0
"61893","text61893",0,1,0,0
"61894","text61894",1,0,0,0
"61895","text61895",0,0,0,0
"61896","text61896",0,2,0,0
"61897","text61897",1,0,0,0
"61898","text61898",0,0,0,0
"61899","text61899",1,0,0,0
"61900","text61900",3,0,0,0
"61901","text61901",0,3,0,0
"61902","text61902",0,1,0,0
"61903","text61903",0,1,0,0
"61904","text61904",0,0,0,0
"61905","text61905",1,1,0,0
"61906","text61906",0,2,0,0
"61907","text61907",0,1,0,0
"61908","text61908",0,0,0,0
"61909","text61909",1,1,0,0
"61910","text61910",0,0,0,0
"61911","text61911",0,0,0,0
"61912","text61912",0,0,0,0
"61913","text61913",0,2,0,0
"61914","text61914",0,0,0,0
"61915","text61915",2,0,0,0
"61916","text61916",0,1,0,0
"61917","text61917",1,0,0,0
"61918","text61918",0,1,0,0
"61919","text61919",1,0,0,0
"61920","text61920",0,0,0,0
"61921","text61921",0,0,0,0
"61922","text61922",0,0,0,0
"61923","text61923",0,0,0,0
"61924","text61924",2,0,0,0
"61925","text61925",0,0,0,0
"61926","text61926",2,1,0,0
"61927","text61927",0,0,0,0
"61928","text61928",0,0,0,0
"61929","text61929",1,0,0,0
"61930","text61930",0,0,0,0
"61931","text61931",0,0,0,0
"61932","text61932",0,0,0,0
"61933","text61933",0,0,0,0
"61934","text61934",0,0,0,0
"61935","text61935",0,0,0,0
"61936","text61936",0,0,0,0
"61937","text61937",1,0,0,0
"61938","text61938",0,2,0,0
"61939","text61939",0,1,0,0
"61940","text61940",0,0,0,0
"61941","text61941",0,0,0,0
"61942","text61942",0,0,0,0
"61943","text61943",0,0,0,0
"61944","text61944",1,0,0,0
"61945","text61945",0,0,0,0
"61946","text61946",0,0,0,0
"61947","text61947",0,0,0,0
"61948","text61948",0,0,0,0
"61949","text61949",0,0,0,0
"61950","text61950",0,0,0,0
"61951","text61951",0,1,0,0
"61952","text61952",0,0,0,0
"61953","text61953",2,0,0,0
"61954","text61954",0,1,0,0
"61955","text61955",0,0,0,0
"61956","text61956",0,0,0,0
"61957","text61957",0,0,0,0
"61958","text61958",0,0,0,0
"61959","text61959",0,0,0,0
"61960","text61960",0,0,0,0
"61961","text61961",0,0,0,0
"61962","text61962",0,0,0,0
"61963","text61963",1,0,0,0
"61964","text61964",0,0,0,0
"61965","text61965",2,1,0,0
"61966","text61966",0,0,0,0
"61967","text61967",0,0,0,0
"61968","text61968",0,0,0,0
"61969","text61969",2,1,0,0
"61970","text61970",0,1,0,0
"61971","text61971",0,2,0,0
"61972","text61972",0,0,0,0
"61973","text61973",0,0,0,0
"61974","text61974",0,0,0,0
"61975","text61975",0,0,0,0
"61976","text61976",0,0,0,0
"61977","text61977",0,2,0,0
"61978","text61978",0,1,0,0
"61979","text61979",1,0,0,0
"61980","text61980",0,2,0,0
"61981","text61981",0,1,0,0
"61982","text61982",0,0,0,0
"61983","text61983",0,1,0,0
"61984","text61984",0,0,0,0
"61985","text61985",0,0,0,0
"61986","text61986",2,1,0,0
"61987","text61987",0,1,0,0
"61988","text61988",0,1,0,0
"61989","text61989",0,0,0,0
"61990","text61990",0,1,0,0
"61991","text61991",1,2,0,0
"61992","text61992",4,1,0,0
"61993","text61993",0,0,0,0
"61994","text61994",0,0,0,0
"61995","text61995",0,0,0,0
"61996","text61996",0,1,0,0
"61997","text61997",2,2,0,0
"61998","text61998",0,0,0,0
"61999","text61999",0,0,0,0
"62000","text62000",0,0,0,0
"62001","text62001",1,0,0,0
"62002","text62002",0,0,0,0
"62003","text62003",0,1,0,0
"62004","text62004",0,3,0,0
"62005","text62005",0,0,0,0
"62006","text62006",0,1,0,0
"62007","text62007",1,1,0,0
"62008","text62008",0,0,0,0
"62009","text62009",0,0,0,0
"62010","text62010",0,0,0,0
"62011","text62011",0,3,0,0
"62012","text62012",0,1,0,0
"62013","text62013",0,1,0,0
"62014","text62014",0,0,0,0
"62015","text62015",0,2,0,0
"62016","text62016",0,0,0,0
"62017","text62017",0,1,0,0
"62018","text62018",0,0,0,0
"62019","text62019",0,2,0,0
"62020","text62020",0,1,0,0
"62021","text62021",0,2,0,0
"62022","text62022",0,1,0,0
"62023","text62023",0,1,0,0
"62024","text62024",1,1,0,0
"62025","text62025",0,1,0,0
"62026","text62026",0,0,0,0
"62027","text62027",0,3,0,0
"62028","text62028",0,1,0,0
"62029","text62029",0,0,0,0
"62030","text62030",0,1,0,0
"62031","text62031",1,1,0,0
"62032","text62032",0,4,0,0
"62033","text62033",0,0,0,0
"62034","text62034",0,5,0,0
"62035","text62035",0,0,0,0
"62036","text62036",0,1,0,0
"62037","text62037",0,1,0,0
"62038","text62038",0,0,0,0
"62039","text62039",0,1,0,0
"62040","text62040",0,0,0,0
"62041","text62041",0,0,0,0
"62042","text62042",1,0,0,0
"62043","text62043",0,2,0,0
"62044","text62044",0,1,0,0
"62045","text62045",0,1,0,0
"62046","text62046",0,1,0,0
"62047","text62047",0,2,0,0
"62048","text62048",0,1,0,0
"62049","text62049",0,0,0,0
"62050","text62050",0,3,0,0
"62051","text62051",0,1,0,0
"62052","text62052",0,2,0,0
"62053","text62053",0,0,0,0
"62054","text62054",0,1,0,0
"62055","text62055",0,2,0,0
"62056","text62056",0,0,0,0
"62057","text62057",4,0,0,0
"62058","text62058",0,0,0,0
"62059","text62059",0,1,0,0
"62060","text62060",0,1,0,0
"62061","text62061",0,1,0,0
"62062","text62062",0,0,0,0
"62063","text62063",0,0,0,0
"62064","text62064",1,1,0,0
"62065","text62065",0,2,0,0
"62066","text62066",0,0,0,0
"62067","text62067",0,3,0,0
"62068","text62068",0,1,0,0
"62069","text62069",0,0,0,0
"62070","text62070",0,4,0,0
"62071","text62071",0,0,0,0
"62072","text62072",0,1,0,0
"62073","text62073",0,1,0,0
"62074","text62074",0,1,0,0
"62075","text62075",0,2,0,0
"62076","text62076",0,2,0,0
"62077","text62077",0,3,0,0
"62078","text62078",0,0,0,0
"62079","text62079",3,0,0,0
"62080","text62080",0,2,0,0
"62081","text62081",0,0,0,0
"62082","text62082",0,1,0,0
"62083","text62083",0,0,0,0
"62084","text62084",0,0,0,0
"62085","text62085",0,2,0,0
"62086","text62086",0,1,0,0
"62087","text62087",0,1,0,0
"62088","text62088",0,1,0,0
"62089","text62089",0,1,0,0
"62090","text62090",2,1,0,0
"62091","text62091",0,3,0,0
"62092","text62092",0,3,0,0
"62093","text62093",0,1,0,0
"62094","text62094",0,2,0,0
"62095","text62095",0,0,0,0
"62096","text62096",1,0,0,0
"62097","text62097",1,1,0,0
"62098","text62098",0,2,0,0
"62099","text62099",0,0,0,0
"62100","text62100",0,1,0,0
"62101","text62101",0,0,0,0
"62102","text62102",1,3,0,0
"62103","text62103",0,1,0,0
"62104","text62104",0,3,0,0
"62105","text62105",0,0,0,0
"62106","text62106",0,0,0,0
"62107","text62107",0,0,0,0
"62108","text62108",2,0,0,0
"62109","text62109",0,0,0,0
"62110","text62110",0,1,0,0
"62111","text62111",0,0,0,0
"62112","text62112",0,2,0,0
"62113","text62113",0,0,0,0
"62114","text62114",0,2,0,0
"62115","text62115",0,0,0,0
"62116","text62116",0,1,0,0
"62117","text62117",0,1,0,0
"62118","text62118",0,0,0,0
"62119","text62119",2,0,0,0
"62120","text62120",0,0,0,0
"62121","text62121",0,1,0,0
"62122","text62122",0,0,0,0
"62123","text62123",0,0,0,0
"62124","text62124",0,1,0,0
"62125","text62125",1,0,0,0
"62126","text62126",0,2,0,0
"62127","text62127",0,1,0,0
"62128","text62128",0,1,0,0
"62129","text62129",0,0,0,0
"62130","text62130",0,1,0,0
"62131","text62131",0,4,0,0
"62132","text62132",0,1,0,0
"62133","text62133",0,1,0,0
"62134","text62134",0,1,0,0
"62135","text62135",1,2,0,0
"62136","text62136",0,0,0,0
"62137","text62137",1,1,0,0
"62138","text62138",0,2,0,0
"62139","text62139",1,1,0,0
"62140","text62140",0,0,0,0
"62141","text62141",0,0,0,0
"62142","text62142",0,0,0,0
"62143","text62143",0,0,0,0
"62144","text62144",0,1,0,0
"62145","text62145",1,0,0,0
"62146","text62146",0,2,0,0
"62147","text62147",1,0,0,0
"62148","text62148",0,0,0,0
"62149","text62149",1,0,0,0
"62150","text62150",0,2,0,0
"62151","text62151",0,0,0,0
"62152","text62152",0,0,0,0
"62153","text62153",0,0,0,0
"62154","text62154",0,3,0,0
"62155","text62155",0,1,0,0
"62156","text62156",0,0,0,0
"62157","text62157",0,2,0,0
"62158","text62158",0,0,0,0
"62159","text62159",0,0,0,0
"62160","text62160",0,0,0,0
"62161","text62161",0,1,0,0
"62162","text62162",1,0,0,0
"62163","text62163",0,1,0,0
"62164","text62164",1,0,0,0
"62165","text62165",1,0,0,0
"62166","text62166",0,1,0,0
"62167","text62167",0,0,0,0
"62168","text62168",0,0,0,0
"62169","text62169",0,0,0,0
"62170","text62170",0,1,0,0
"62171","text62171",1,2,0,0
"62172","text62172",0,0,0,0
"62173","text62173",0,1,0,0
"62174","text62174",0,0,0,0
"62175","text62175",0,2,0,0
"62176","text62176",0,2,0,0
"62177","text62177",0,0,0,0
"62178","text62178",0,0,0,0
"62179","text62179",0,1,0,0
"62180","text62180",0,0,0,0
"62181","text62181",0,1,0,0
"62182","text62182",0,1,0,0
"62183","text62183",0,0,0,0
"62184","text62184",0,0,0,0
"62185","text62185",0,0,0,0
"62186","text62186",0,0,0,0
"62187","text62187",0,0,0,0
"62188","text62188",1,2,0,0
"62189","text62189",0,0,0,0
"62190","text62190",0,0,0,0
"62191","text62191",1,2,0,0
"62192","text62192",0,3,0,0
"62193","text62193",0,0,0,0
"62194","text62194",0,0,0,0
"62195","text62195",0,0,0,0
"62196","text62196",0,0,0,0
"62197","text62197",0,0,0,0
"62198","text62198",0,1,0,0
"62199","text62199",0,0,0,0
"62200","text62200",0,0,0,0
"62201","text62201",0,0,0,0
"62202","text62202",0,0,0,0
"62203","text62203",0,0,0,0
"62204","text62204",0,0,0,0
"62205","text62205",0,1,0,0
"62206","text62206",1,0,0,0
"62207","text62207",0,1,0,0
"62208","text62208",1,0,0,0
"62209","text62209",0,0,0,0
"62210","text62210",0,0,0,0
"62211","text62211",0,0,0,0
"62212","text62212",0,0,0,0
"62213","text62213",0,0,0,0
"62214","text62214",0,0,0,0
"62215","text62215",0,0,0,0
"62216","text62216",0,0,0,0
"62217","text62217",0,2,0,0
"62218","text62218",0,0,0,0
"62219","text62219",3,0,0,0
"62220","text62220",1,2,0,0
"62221","text62221",0,1,0,0
"62222","text62222",1,1,0,0
"62223","text62223",0,0,0,0
"62224","text62224",0,0,0,0
"62225","text62225",0,0,0,0
"62226","text62226",3,0,0,0
"62227","text62227",0,0,0,0
"62228","text62228",0,1,0,0
"62229","text62229",1,0,0,0
"62230","text62230",0,0,0,0
"62231","text62231",0,1,0,0
"62232","text62232",1,0,0,0
"62233","text62233",0,0,0,0
"62234","text62234",0,3,0,0
"62235","text62235",0,0,0,0
"62236","text62236",0,2,0,0
"62237","text62237",1,0,0,0
"62238","text62238",1,0,0,0
"62239","text62239",0,0,0,0
"62240","text62240",0,1,0,0
"62241","text62241",2,0,0,0
"62242","text62242",0,0,0,0
"62243","text62243",0,2,0,0
"62244","text62244",0,2,0,0
"62245","text62245",0,2,0,0
"62246","text62246",1,0,0,0
"62247","text62247",0,0,0,0
"62248","text62248",0,2,0,0
"62249","text62249",0,0,0,0
"62250","text62250",0,1,0,0
"62251","text62251",0,0,0,0
"62252","text62252",0,2,0,0
"62253","text62253",1,1,0,0
"62254","text62254",0,0,0,0
"62255","text62255",0,1,0,0
"62256","text62256",0,0,0,0
"62257","text62257",1,1,0,0
"62258","text62258",1,0,0,0
"62259","text62259",1,0,0,0
"62260","text62260",0,0,0,0
"62261","text62261",0,0,0,0
"62262","text62262",0,0,0,0
"62263","text62263",0,0,0,0
"62264","text62264",0,1,0,0
"62265","text62265",0,0,0,0
"62266","text62266",0,0,0,0
"62267","text62267",2,1,0,0
"62268","text62268",0,0,0,0
"62269","text62269",0,0,0,0
"62270","text62270",0,0,0,0
"62271","text62271",0,1,0,0
"62272","text62272",0,0,0,0
"62273","text62273",0,2,0,0
"62274","text62274",0,1,0,0
"62275","text62275",0,1,0,0
"62276","text62276",0,1,0,0
"62277","text62277",0,0,0,0
"62278","text62278",0,1,0,0
"62279","text62279",0,1,0,0
"62280","text62280",0,0,0,0
"62281","text62281",0,0,0,0
"62282","text62282",0,2,0,0
"62283","text62283",0,0,0,0
"62284","text62284",0,1,0,0
"62285","text62285",0,0,0,0
"62286","text62286",0,0,0,0
"62287","text62287",0,0,0,0
"62288","text62288",1,2,0,0
"62289","text62289",0,0,0,0
"62290","text62290",0,1,0,0
"62291","text62291",1,2,0,0
"62292","text62292",0,0,0,0
"62293","text62293",0,0,0,0
"62294","text62294",1,0,0,0
"62295","text62295",0,0,0,0
"62296","text62296",0,0,0,0
"62297","text62297",0,1,0,0
"62298","text62298",0,1,0,0
"62299","text62299",0,0,0,0
"62300","text62300",0,0,0,0
"62301","text62301",1,1,0,0
"62302","text62302",0,1,0,0
"62303","text62303",0,0,0,0
"62304","text62304",0,0,0,0
"62305","text62305",0,1,0,0
"62306","text62306",0,0,0,0
"62307","text62307",0,2,0,0
"62308","text62308",0,0,0,0
"62309","text62309",0,1,0,0
"62310","text62310",1,0,0,0
"62311","text62311",0,2,0,0
"62312","text62312",0,0,0,0
"62313","text62313",0,0,0,0
"62314","text62314",0,0,0,0
"62315","text62315",0,0,0,0
"62316","text62316",0,3,0,0
"62317","text62317",0,2,0,0
"62318","text62318",0,0,0,0
"62319","text62319",0,1,0,0
"62320","text62320",0,0,0,0
"62321","text62321",1,0,0,0
"62322","text62322",0,0,0,0
"62323","text62323",0,0,0,0
"62324","text62324",0,2,0,0
"62325","text62325",0,0,0,0
"62326","text62326",0,0,0,0
"62327","text62327",0,0,0,0
"62328","text62328",0,1,0,0
"62329","text62329",0,0,0,0
"62330","text62330",0,0,0,0
"62331","text62331",0,2,0,0
"62332","text62332",0,2,0,0
"62333","text62333",0,0,0,0
"62334","text62334",0,1,0,0
"62335","text62335",0,0,0,0
"62336","text62336",0,1,0,0
"62337","text62337",0,1,0,0
"62338","text62338",0,0,0,0
"62339","text62339",0,1,0,0
"62340","text62340",0,1,0,0
"62341","text62341",0,1,0,0
"62342","text62342",0,1,0,0
"62343","text62343",0,0,0,0
"62344","text62344",1,0,0,0
"62345","text62345",0,3,0,0
"62346","text62346",2,3,0,0
"62347","text62347",0,0,0,0
"62348","text62348",3,0,0,0
"62349","text62349",0,1,0,0
"62350","text62350",0,1,0,0
"62351","text62351",0,1,0,0
"62352","text62352",1,1,0,0
"62353","text62353",0,3,0,0
"62354","text62354",0,0,0,0
"62355","text62355",0,0,0,0
"62356","text62356",0,3,0,0
"62357","text62357",0,3,0,0
"62358","text62358",0,2,0,0
"62359","text62359",0,1,0,0
"62360","text62360",0,4,0,0
"62361","text62361",0,4,0,0
"62362","text62362",0,0,0,0
"62363","text62363",0,0,0,0
"62364","text62364",0,3,0,0
"62365","text62365",0,2,0,0
"62366","text62366",0,0,0,0
"62367","text62367",1,1,0,0
"62368","text62368",0,1,0,0
"62369","text62369",0,0,0,0
"62370","text62370",0,1,0,0
"62371","text62371",0,1,0,0
"62372","text62372",0,1,0,0
"62373","text62373",0,2,0,0
"62374","text62374",0,1,0,0
"62375","text62375",1,0,0,0
"62376","text62376",0,1,0,0
"62377","text62377",0,0,0,0
"62378","text62378",0,1,0,0
"62379","text62379",0,0,0,0
"62380","text62380",0,0,0,0
"62381","text62381",0,0,0,0
"62382","text62382",1,3,0,0
"62383","text62383",0,1,0,0
"62384","text62384",0,1,0,0
"62385","text62385",0,1,0,0
"62386","text62386",0,0,0,0
"62387","text62387",0,1,0,0
"62388","text62388",0,0,0,0
"62389","text62389",0,2,0,0
"62390","text62390",0,2,0,0
"62391","text62391",0,0,0,0
"62392","text62392",0,4,0,0
"62393","text62393",0,0,0,0
"62394","text62394",0,2,0,0
"62395","text62395",0,0,0,0
"62396","text62396",0,0,0,0
"62397","text62397",0,0,0,0
"62398","text62398",0,0,0,0
"62399","text62399",0,0,0,0
"62400","text62400",0,3,0,0
"62401","text62401",0,0,0,0
"62402","text62402",0,1,0,0
"62403","text62403",0,1,0,0
"62404","text62404",0,0,0,0
"62405","text62405",0,0,0,0
"62406","text62406",0,1,0,0
"62407","text62407",0,0,0,0
"62408","text62408",0,3,0,0
"62409","text62409",0,1,0,0
"62410","text62410",0,0,0,0
"62411","text62411",0,0,0,0
"62412","text62412",0,0,0,0
"62413","text62413",0,0,0,0
"62414","text62414",0,1,0,0
"62415","text62415",0,2,0,0
"62416","text62416",0,0,0,0
"62417","text62417",3,0,0,0
"62418","text62418",0,1,0,0
"62419","text62419",0,0,0,0
"62420","text62420",0,0,0,0
"62421","text62421",0,0,0,0
"62422","text62422",0,0,0,0
"62423","text62423",0,1,0,0
"62424","text62424",0,0,0,0
"62425","text62425",0,0,0,0
"62426","text62426",0,1,0,0
"62427","text62427",1,0,0,0
"62428","text62428",0,0,0,0
"62429","text62429",0,1,0,0
"62430","text62430",0,0,0,0
"62431","text62431",1,1,0,0
"62432","text62432",0,0,0,0
"62433","text62433",0,0,0,0
"62434","text62434",0,1,0,0
"62435","text62435",0,0,0,0
"62436","text62436",0,0,0,0
"62437","text62437",0,0,0,0
"62438","text62438",0,3,0,0
"62439","text62439",0,0,0,0
"62440","text62440",0,1,0,0
"62441","text62441",1,0,0,0
"62442","text62442",0,0,0,0
"62443","text62443",0,0,0,0
"62444","text62444",0,0,0,0
"62445","text62445",0,0,0,0
"62446","text62446",0,1,0,0
"62447","text62447",0,1,0,0
"62448","text62448",0,0,0,0
"62449","text62449",0,0,0,0
"62450","text62450",0,0,0,0
"62451","text62451",0,0,0,0
"62452","text62452",0,1,0,0
"62453","text62453",0,0,0,0
"62454","text62454",1,0,0,0
"62455","text62455",0,3,0,0
"62456","text62456",0,1,0,0
"62457","text62457",0,0,0,0
"62458","text62458",0,1,0,0
"62459","text62459",0,1,0,0
"62460","text62460",0,0,0,0
"62461","text62461",0,0,0,0
"62462","text62462",2,0,0,0
"62463","text62463",0,1,0,0
"62464","text62464",0,1,0,0
"62465","text62465",0,0,0,0
"62466","text62466",0,0,0,0
"62467","text62467",0,0,0,0
"62468","text62468",0,1,0,0
"62469","text62469",0,0,0,0
"62470","text62470",0,0,0,0
"62471","text62471",1,0,0,0
"62472","text62472",0,0,0,0
"62473","text62473",1,1,0,0
"62474","text62474",0,0,0,0
"62475","text62475",0,0,0,0
"62476","text62476",0,0,0,0
"62477","text62477",0,0,0,0
"62478","text62478",0,0,0,0
"62479","text62479",0,0,0,0
